ID,Country,Institution,Description,Contact,Link,Researchers,Students,Others,Accommodation,Funding,Remote work,General funding scheme,Other,Research focus,Natural sciences,Social sciences,Humanities and the arts,Engineering and technology,Medical and health sciences,Agricultural and veterinary sciences,Unspecified,Support period,Additional support,lat,lng
U834,Germany,Max Planck Institute for Human Cognitive and Brain Sciences,"The Max Planck Institute offers support for researchers at all levels of faculty, postdoc, and PhD, depending on the situation for any time period up to 2 years, possibly including temporary stays for families at apartments of the institute. There is financial support from the Max Planck Society specifically for the purpose of supporting Ukrainian researchers in need.",ziegaus@cbs.mpg.de,https://www.cbs.mpg.de/en,1,1,,1,1,,,1,"Cognitive and Brain Sciences, including basic and applied research in psychology, linguistics, neuroscience, MR physics, and neurology.",1,1,,,1,,,Up to 2 years,"Help finding children day care facilities, help with required documentation, help with finding long-term accommodation.",51.3349,12.3867
U835,Switzerland,Peter Lang Group,Several possibilities for Ukrainian scholars depending on CVs. German is a plus for acquisition Editors. Possibilities to further develop a research web platform for humanities. Several other option to develop community management environment for academic scholars in SSH.,179c5b8a.peterlangcloud.onmicrosoft.com@emea.teams.ms,https://www.peterlang.com/,1,,,1,,1,,,Humanities and social sciences,,1,1,1,,,,3 months +,,46.8149,7.1268
U836,Canada,Polytechnique Montreal,Ultrafast and Quantum Photonics group can offer several PhD and Master's student positions and temporary research stays to displaced students from Ukraine and other affected territories.,denis.seletskiy@polymtl.ca,https://femtoq.science/,1,1,,1,1,1,,,"Ultrafast photonics, quantum optics",1,,,1,,,,,,45.5048,-73.6307
U837,Germany,University of Osnabrueck,"Research group Applied Analysis offers PhD-student, PostDoc from Ukraine. Faculty support for 3-6 months, ideally interests in approximation theory, signal processing, numerics.",skunis@uos.de,https://www.math.uni-osnabrueck.de/index.php?id=1948,1,1,,,1,,,,Applied analysis,1,,,1,,,,,"Help with accommodation, children day care, and bureaucracy.",52.2713,8.0439
U838,Switzerland,"Swiss Institute of Allergy and Asthma Research, University of Zurich","Possibility of temporary stay in the lab (up to 1 year) and performing research on related topics, covered by the Scholars at Risk grants from the Swiss National Science Foundation",milena.sokolowska@siaf.uzh.ch,https://www.siaf.uzh.ch/immune_metabolism.html,1,1,,,1,,,,"Immunology, lung diseases, multi-omics, allergy, immune tolerance",,,,,1,,,,"Friendly international community, beautiful mountains",47.3721,8.5370
U839,Estonia,University of Tartu; Department of Geology,We are offering full time field worker/ lab technician position from April till November. The work involves hydrological measurements and peat sampling outdoors (we supply equipment and training) together with experienced field technician. Lab work is simple peat sample analysis. Suitable for bachelor level. Driving license would be a bonus.,marko.kohv@ut.ee,https://www.geoloogia.ut.ee/en,,1,,,,,,1,Hydrology,1,,,,,,,At least 04.22 - 11.22,University has special help program for Ukrainians,58.3851,26.7246
U840,Czech Republic,"Czech Technical University in Prague, Faculty of Electrical Engineering, Department of Cybernetics, Biomedical imaging algorithms group","We are offering PhD positions, research stays and possibly even permanent positions in the field of biomedical image processing and machine learning. We require the knowledge of programming, mathematics, image processing or machine learning.",kybic@fel.cvut.cz,http://cmp.felk.cvut.cz/~kybic,1,1,,,1,,,,"Biomedical image processing, machine learning",,,,1,,,,,,50.1025,14.3907
U841,Netherlands,Leiden University,"The IncLUsion initiative makes it possible for refugees who are not (yet) able to register as students to follow courses at Leiden University.  You can follow up to two undergraduate courses per semester. These are individual, one-semester courses taught in English. Although these are degree courses, you will not earn study credits for them. Instead, upon successful completion, you will be awarded a certificate of participation. Courses are free of charge.",student@inclusionleiden.nl,https://www.universiteitleiden.nl/en/education/other-modes-of-study/education-for-refugees/inclusion,,1,,,,,,1,All,1,1,1,1,1,,,1 semester,"Buddy system\nStudying is more than just attending classes, which is why IncLUsion works with a buddy system. Buddies are Leiden University students who will help you to integrate at the university by answering your questions and accompanying you to social activities.",52.1572,4.4827
U842,Romania,West University of Timisoara,"The West University of Timisoara, Romania offers 5-10 scholarships of approx. 1200 Euro/month  (from university's own funding resources) for young researchers who have obtained their PhD diploma in the past 5 years, accommodation for the duration of the scholarship on university campus, access to university research centres' resources. Romanian language courses are offered upon request. Researchers will disseminate the results of their work with the West University of Timisoara affiliation.",natalia.svidchi@e-uvt.ro,https://www.uvt.ro/ro/blog/wut-initiatives-ukraine/,1,,,1,1,,,,,1,1,1,,,,,24 months,,45.7471,21.2313
U843,Slovakia,"Comenius University, Faculty of Natural Sciences, Dept. of Organic and Bioorganic Chemistryu","Research group of Medicinal chemistry offers full-time employment for a postdoctoral \nposition (until July 2023 with possible extension) for organic chemistry (synthesis) in a field of development of drug candidates focussed on ALR2 inhibition that is responsible for avoiding or slowing down diabetic complications and cancer. This offer is valid for Ukrainian researchers already possessing PhD in organic chemistry. English, creativity, collaboration, and good skills in organic synthesis is required.",andrej.bohac@uniba.sk,https://mch.estranky.sk/clanky/vyskumna-skupina-medicinska-chemia.html,1,,,,1,,,,"Medicinal chemistry (diabetes mellitus, cancer), organic synthesis",1,,,,1,,,"Until June 2023, possible prolongation",,48.1501,17.0696
U844,France,Université Paris 1 Panthéon - Sorbonne,The  Paris 1 Panthéon - Sorbonne university offers positions for researchers within the special call of the PAUSE for Ukraine. Grants provide a financial  support for 3-months. Applicants must be researchers in Humanities and Social Sciences; beneficiaries shall integrate one of the research groups of Paris 1 Panthéon - Sorbonne University.,PAUSE@univ-paris1.fr,https://www.pantheonsorbonne.fr/pause,1,,,,1,,,,Humanities and social sciences,,1,1,,,,,"3 months, renewable within the standard PAUSE call",,48.8466,2.3442
U845,Canada,Vancouver Institute of Media Arts,"If you have fled Ukraine to escape the Russian invasion, Vancouver Institute of Media Arts is offering 25 full tuition scholarships for students to attend one-year diploma programs for the spring 2022. These diploma programs are delivered over 12 months starting March 14, 2022, but we will accept late admission until April 4th. You can begin your studies online until you are able to travel to Canada. $100 application fee will be waived.",info@vanarts.com,https://www.vanarts.com/admissions/ukrainian-refugees/,,1,,,1,1,,,"2D Character Animation, 3D Character Animation, Game Art & Design, Professional Photography, Visual Effects for Film & Television",,,1,,,,,12 months,,49.2725,-123.0980
U846,Slovakia,Airvolute,"Airvolute develops autonomous drones. We are looking for R&D team member in the field of artificial intelligence, computer science, robotics, both junior and senior (depends on expertise).\nWork location - office in Bratislava.",lukas.palkovic@airvolute.com,https://www.airvolute.com/,1,1,,,1,,,,"artificial intelligence, computer science, robotics",,,,1,,,,several months,,48.1602,17.1162
U847,Austria,Research Center for Molecular Medicine of the Austrian Academy of Sciences (CeMM),"CeMM is offering up to 5 fully funded guest scientist positions (wet-lab and/or computational) for initially 1 year to life scientists and students from Ukraine. The mission of CeMM is to achieve maximum scientific innovation in molecular medicine to improve healthcare. CeMM’s research is based on post-genomic technologies and focuses on societally important diseases, such as immune disorders and infections, cancer and metabolic disorders.",application@cemm.at,https://cemm.at/,1,1,,,1,,,,Molecular medicine,1,,,,1,,,Initially 1 year,,48.2194,16.3475
U848,Greece,Institute of Molecular Biology and Biotechnology  (IMBB-FORTH),Talianidis Laboratory would be happy to host scientists from Ukraine at any level. The lab studies epigenetic mechanisms involved in the regulation of gene expression in physiological and pathological conditions.,talianid@imbb.forth.gr,https://www.imbb.forth.gr/imbb-people/en/talianidis-overview,1,1,,,1,,,,Epigenetics,1,,,,1,,,,,35.3051,25.0703
U849,Greece,Institute of Molecular Biology and Biotechnology  (IMBB-FORTH),"Evgenia Ntini Lab, a junior group studying RNA mediated mechanisms of gene regulation, would be happy to host scientists from Ukraine at any level, bioinformaticians and computational biologists. They can also help with accommodation of researchers finding institutional host opportunities in Athens.",evgenia.ntini@imbb.forth.gr,https://www.imbb.forth.gr/en/research-en/item/5921-evgenia-ntini,1,,,1,1,,,,Gene regulation,1,,,,1,,,,,35.3051,25.0703
U850,Greece,Institute of Molecular Biology and Biotechnology (IMBB-FORTH),"Moschou Lab works on developmental cell biology in plants, focusing on models, e.g. Arabidopsis and crops. They would be happy to host Ukrainian scientists from Ukraine at any level, bioinformaticians and computational biologists. They can offer lab/office space and potentially funding. Furthermore, they can help with accommodation.",panagiotis.moschou@imbb.forth.gr,https://pmoschoulab.wordpress.com/,1,,,1,1,,,,Cell biology,1,,,,1,,,,,35.3051,25.0703
U851,Greece,Institute of Molecular Biology and Biotechnology (IMBB-FORTH),Christos Delidakis’ drosophila developmental biology lab focuses on transcription and chromatin control of stem cell behaviour in different contexts. They would be happy to provide space and limited resources to host a Ukrainian scientist (but cannot cover living expenses),delidaki@imbb.forth.gr,https://www.imbb.forth.gr/en/component/k2/item/1800-christos-delidakis-administration,1,,,,1,,,,Developmental Biology,1,,,,1,,,,,35.3051,25.0703
U852,Italy,Luiss,"Two remunerated positions as lecturer (so-called 'contratti di testimonianza') in EU law, with a focus on external relations of the EU with respect to the war in Ukraine, for the a.y. 2021-2022, second semester (until early May 2022), in the frame of the courses held by prof. Daniele Gallo. The positions are ad hoc contracts managed directly by the chair holder (prof. Daniele Gallo).",dgallo@luiss.it,https://giurisprudenza.luiss.it/en/docenti/cv/050711,1,,,,1,,,,EU LAW,,1,,,,,,until early May 2022,At Luiss we can help.,41.9245,12.4917
U853,France,CNRS – Aix-Marseille Université,"We can offer to Ukranian researchers office, bank, and stipend for lab work, and we can participate in living costs. Additional funds may be available.Our laboratory studies bacterial secretion systems, which are multiprotein machines that select and transport toxins to target cells. We use a combination of molecular biology, bacterial genetics, biochemistry, fluorescence microscopy, and structural biology..",cascales@imm.cnrs.fr,http://www.cascaleslab.fr,1,,,1,1,1,,,"molecular biology, bacterial genetics, biochemistry, fluorescence microscopy, structural biolog",1,,,,,,,,,43.2355,5.4385
U854,France,Instituto de Biociencias Avanzadas  Universidad Grenoble Alpes,"We have open Ukranian people, postdoc positions (2) in the broad area of cancer biology, with funding. We are a research center of 18 teams (300 employees) focused on epigenetics, the environment, cell plasticity and cancer.",pierre.hainaut@univ.grenoble.alpes,https://iab.univ-grenoble-alpes.fr/?language=en,1,,,,1,,,,"epigenetics, the environment, cell plasticity, cancer.",1,,,,1,1,,,,45.2069,5.6903
U855,France,Curie Institute,"We will be happy to receive and support Ukranian scientists of any level (funding unsure). Our laboratory at the Institut Curie (Paris) works on physical approaches to living systems, from the molecular scale to the tissue and embryo, with experimental and theoretical approaches. pascal.hersen@curie.fr",patricia.bassereau@curie.fr,https://institut-curie.org/,1,1,,,1,,,,"physical approaches to living systems, from the molecular scale to the tissue and embryo, with experimental and theoretical approaches.",1,,,,,,,,,48.8409,2.3415
U856,France,CNRS,"We will be happy to receive Ukrainian academics or students, and offer them a job (funding not specified) We are a biophysics laboratory that works on cell dynamics and tissue morphogenesis.",pierre-francois.lenne@univ-amu.fry,http://www.ibdm.univ-mrs.fr/equipe/physical-approaches-to-cell-dynamics/,1,1,,,1,,,,"cell dynamics, tissue morphogenesis.",1,,,,,,,,,45.2045,5.6969
U857,France,"DRCE CNRS, Centre d'Immunologie de Marseille-Luminy","We offer Ukrainian scientists to work with us in the field of pathogenic microorganisms, with funding and working an academic lab. Pathogenic microorganisms have mechanisms to evade both innate and adaptive immunity, while the microbiota plays an indisputable role in educating our immune system. Our research team studies the interactions of host cells with pathogenic bacteria such as Salmonella, Brucella and Bordetella, the microbiota and a small project with SARS-Cov2.",gorvel@ciml.univ-mrs.fr,http://www.ciml.univ-mrs.fr/science/lab-jean-pierre-gorvel/immunology-and-cell-biology-pathogenhost-cell-interactions,1,,,,1,,,,pathogenic microorganisms,1,,,,1,,,,,43.2338,5.4406
U858,France,"LAI (UMR 7333 – Inserm, CNRS, AMU)","We want to help as we can by offering suitable positions to Ukrainian scientists with funding. We are a biophysics laboratory made up of researchers with training in physics, biology and medicine. We have strong experience in atomic force microscopy imaging and force spectroscopy.",felix.rico@inserm.fr,https://sites.google.com/view/fm4b-lab/,1,,,,1,,,,"physics, biology, medicine",1,,,,1,,,,,43.2288,5.4390
U859,France,Institut de Génomique Fonctionnelle de Lyon (ENS de Lyon),My lab studies host-microbe interactions in the context of nutritional challenges. We are ready to help or host colleagues from Ukraine and see what jobs are available with funding.,francois.leulier@ens-lyon.fr,http://igfl.ens-lyon.fr/,1,,,1,1,,,,host-microbe interactions in the context of nutritional challenges.,1,,,,,,,,,45.7277,4.8219
U860,France,CNRS & Université Paris-Saclay,"The Paris-Saclay Neuroscience Institute is happy to assist Ukrainian scientists, doctoral students, and research engineers, and can provide laboratory/office space, access to research platforms, and potentially small-scale funding. NeuroPSI's scientific project is based on a multidisciplinary and multiscalar approach to the study of the nervous system. Our main goal is to understand the anatomical organization and operating principles of the neural circuits that control behavior in response to the environment.",francois.rouyer@universite-paris-saclay.fr,https://neuropsi.cnrs.fr/en/homepage/,1,1,,,1,,,,nervous system,1,,,,1,,,,,48.7221,2.1489
U861,Germany,"RAPP Center, Ruhr-Universität Bochum","The Ruhr Astroparticle and Plasma Physics Center (RAPP Center, www.rapp-center.de/)\noffers financial support to Ukrainian students with a Bachelor degree in Physics to continue \ntheir studies at the Ruhr University Bochum (www.rub.de/) , TU Dortmund University \n(www.tu-dortmund.de/) , or Bergische Universität Wuppertal (www.uni-wuppertal.de/), \nmeant to cover housing and living costs for continuing their studies in the RAPP Center. This financial support can be granted for a maximum duration of two years, with the aim to perform the one year master studies (if not already taken somewhere else) and a one year master’s thesis in one of the research areas of the RAPP Center.\nThis offer is limited to students who have studied in the Ukraine at the beginning of the war, \nand who have already received a Bachelor of Science degree in Physics. \nApplications can be handed in via email to Prof. Dr. Julia Tjus, director of the RAPP Center\n(julia.tjus(AT)rub.de). Please send a short application letter and attach if possible your \nBachelor of Science Degree and transcript of records from your current university. If you \nhave a preference for one of the three universities, please indicate this in your application as \nwell",julia.tjus@rub.de,http://www.rapp-center.de/,,1,,,1,,,,"Astrophysics, Experimental Particle Physics, Theoretical Plasma Physics",1,,,,,,,Maximum of 2 years,We can help with the local organization via our international office at Ruhr-Universität Bochum,51.4457,7.2616
U862,France,Lyon Cancer Research Center,"The Lyon Cancer Research Center (CRCL) is one of the largest cancer research centers in France. Covers a wide range of positions focusing on many aspects of cancer biology, from teaching/training to fundamental, translational, and clinical research. Researchers are welcomed.",Patrick.mehlen@lyon.unicancer.fr,https://www.crcl.fr/en/about-us/,1,,,,1,,,,Cancer biology,1,,,,1,,,,,45.7412,4.8771
U863,France,Curie Institute,"We are a team from the Institut Curie in Orsay, outside of Paris, working on the control of the microtubule cytoskeleton by the tubulin code. Ukrainian researchers are welcomed.",carsten.janke@curie.u-psud.fr,https://institut-curie.org/team/janke,1,,,,1,,,,Natural sciences,1,,,,,,,,,48.6938,2.1714
U864,France,Institut Pasteur,"We are studying the diversity of archaeal viruses and molecular mechanisms of virus-host interactions in Archaea. We are also interested in more general aspects of virus origins and evolution across all three domains of life. We would be glad to host a Ukranian scientist at any level (engineer, PhD student, postdoc, senior scientist, etc). We can provided funding and help with arranging accommodation. Knowledge of French or prior experience of working with archaea are NOT necessary.",mart.krupovic@pasteur.fr,https://research.pasteur.fr/en/team/archaeal-virology/,1,1,1,,1,,,,Archaea and their viruses,1,,,,1,,,12 months with a possible extension,"We will help with finding accommodation, day care facilities, etc",48.8408,2.3087
U865,France,IBDM – Instituto de Biología del Desarrollo de Marsella UMR 7288,We study signaling networks for stemness and tumorigenesis with particular attention to human-induced pluripotent stem cells and liver cancer. We are pleased to receive Ukrainian scientists of any level and agree on what position and remuneration we can help.,rosanna.dono@univ-amu.fr,http://www.ibdm.univ-mrs.fr/,1,1,,,1,,,,,1,,,,1,,,,,43.2318,5.4376
U866,Poland,Medical University of Lublin,"PhD-STUDENT SCHOLARSHIP (4 years) at the Chair and Department of Biochemistry and Molecular Biology, Medical University of Lublin, Poland",agnieszka.styczynska@umlub.pl,"http://www.umlub.pl/uczelnia/praca-w-um/art,12532,phd-student-scholarship-4-years-at-the-chair-and-department-of-biochemistry-and-molecular-biology-medical-university-of-lublin-poland.html",,1,,,,,,1,"Biochemistry, Molecular Biology",1,,,,1,,,,,51.2483,22.5468
U867,France,INSERM – IECB,"Our laboratory works on the synthesis of bacterial proteins, antibiotics and gene regulation. We could provide bank and office space as well as internship positions and hopefully some support for living costs for Ukrainian scientists.",axel.innis@inserm.fr,http://www.iecb.u-bordeaux.fr/,1,,,1,1,,,,"Bacterial proteins, antibiotics, gene regulation",1,,,,,,,,,44.8033,-0.6134
U868,France,IPBS,"Our Institute works on the identification, characterization and exploitation of new therapeutic targets in the fields of Cancer, Infection and Inflammation. We are happy to help or host Ukrainian scientists of all levels, including students and postdocs, in particular by providing laboratory and desk space.",reclutamiento@ipbs.fr,https://www.ipbs.fr,1,,,,1,,,,"Cancer, Infection, Inflammation",1,,,,1,,,,,43.5573,1.4613
U869,France,Centre de Recherche en Cancérologie de Marseille (CRCM),"We study the biology of telomeres in yeast and mouse models and in cancer. We can offer laboratory space and homestay (in my house) upon arrival. We do not have funded positions, but we can discuss funding possibilities. This offer is for Ukranian researchers.",vincent.geli@inserm.fr,https://www.crcm-marseille.fr/en/,1,,,1,1,,,,Biology,1,,,,1,,,,,43.2619,5.4048
U870,France,CNRS,"We have 11 postdoctoral positions open at our Institute in i) genetics, genomes and RNA, ii) membrane protein complexes and iii) dynamics of membrane systems. Our team studies various aspects of telomere biology in Saccharomyces cerevisiae. We would be very happy to consider candidates from Ukraine and offer a position within our laboratory (not especifically funding).",teresa.teixeira@ibpc.fr,http://labexdynamo.ibpc.fr/,1,,,,1,,,,"Genetics, genomes and RNA, membrane protein complexes, dynamics of membrane systems",1,,,,,,,,,43.2567,5.3989
U871,France,"Université Cote d'Azur, iBV",Our group is interested in the molecular mechanisms underlying stem cell development and their links to cancer. We are happy to host Ukrainian scientists of any level and can provide laboratory and office space. There are also funds available that we can apply to support travel and living expenses.,schedl@unice.fr,https://univ-cotedazur.eu/,1,1,,1,1,,,,Stem cell development,1,,,,1,,,,,43.7068,7.2395
U872,Israel,The Open University of Israel,"Chemistry research group at the Open University of Israel is looking for a researcher with  Ph.D. in Chemistry with a strong experience in organic synthesis. Any relevance to the following topics will be advantageous: Supramolecular Chemistry, Host-Guest Chemistry, olefin metathesis, polymers.\nIndividuals interested in applying should send their curriculum vitae (CV) with a list of publications, a description of their research experience, and documents as proof of the listed criteria via email to: oferre@openu.ac.il",oferre@openu.ac.il,https://www.openu.ac.il/research/news/UkrainianPhD.aspx,1,,,1,1,,,,"Supramolecular Chemistry, Host-Guest Chemistry, olefin metathesis, polymers",1,,,,,,,1 year,International travel,32.1886,34.8855
U873,France,Institut Pasteur,We work on DNA recombination and repair in adaptive immune cells and cancers. We will be happy to provide help to Ukranian researchers (provide a work place and maybe funding).,ludovic.deriano@pasteur.fr,https://research.pasteur.fr/en/team/genome-integrity-immunity-cancer/,1,,,,1,,,,DNA,1,,,,1,,,,,48.8408,2.3087
U874,France,Centre de Recherche en Cancérologie de Marseille (CRCM),We are molecular and cell biologists studying the role of membrane scaffolds in the biology of extracellular vesicles. We use this knowledge for the design of innovative therapeutic approaches based on rational exosomes. We can offer to Ukranian scientists laboratory space and family accommodation upon arrival.,pascale.zimmermann@inserm.fr,https://www.crcm-marseille.fr/,1,,,1,1,,,,Biology,1,,,,1,,,,,43.2619,5.4048
U875,Poland,Centrum Konwersacji sp. z o.o.,"We offer part-time employment for teachers of English, French, German, Russian, Italian, Spanish (also online) as well as language courses of English, French, Spanish for students.",info@centrum-konwersacji.com,https://centrum-konwersacji.com/,1,1,,,,,,1,Language learning and teaching,,,1,,,,,,,52.1017,20.6249
U876,France,Instituto Pasteur,"The Synthetic Biology Group is interested in applying genetic engineering technologies to better understand pathogenic bacteria and combat them. We are happy to receive Ukrainian researchers in microbiology, phage biology, synthetic biology looking for a laboratory.",david.bikard@pasteur.fr,https://research.pasteur.fr/en/team/synthetic-biology/,1,,,,1,,,,"Microbiology, phage biology, synthetic biology",1,,,1,,,,,,48.8408,2.3087
U877,France,Institut de Biologie Valrose (iBV),We work on sex determination in mice. We can provide laboratory and office space for a scientist of any level who is posted from Ukraine.,chaboiss@unice.fr,http://ibv.unice.fr/research-team/chaboissier/,1,1,,,1,,,,Sex determination in mice,1,,,,,,,,,43.7165,7.2675
U878,France,ICM,"Our lab studies the circuitry underlying zebrafish behavior using a combination of molecular, optical, and electrophysiological approaches. We are now hiring Ukranian scientists with a background in molecular biology and/or electrophysiology. We can host a Ukrainian scientist who has received training in biophysics, computer science or molecular biology.",claire.wyart@gmail.com,http://wyartlab.org/,1,,,,1,,,,Molecular biology,1,,,1,,,,,,48.8352,2.3620
U879,France,Institut Curie – CNRS,Our lab studies the spatial organization and dynamics of the mammalian genome and the regulation of its expression using a combination of imaging and modeling approaches. We can host a Ukrainian scientist at any career level.,antoine.coulon@curie.fr,http://www.coulonlab.org/,1,1,,1,1,,,,,1,,,,,,,,,48.8436,2.3414
U880,France,Centre de Biologie Integrative (CBI),We are a cell biology laboratory that studies epithelial renewal and integrity in the mammalian intestine. We would be delighted to receive Ukrainian scientists and provide a job place (and maybe funding).,denis.krndija@univ-tlse3.fr,https://cbi-toulouse.fr/fr/equipe-krndija,1,,,,1,,,,Biology,1,,,,,,,,,43.5593,1.4692
U881,France,iGRed,"We work on the development of the axis of vertebrates using the chick as a model. We can accommodate a Ukrainian scientist of any level, for offices and laboratories.",Charlene.Guillot@uca.fr,https://www.gred-clermont.fr/directory/member/charlene-guillot/,1,1,,,1,,,,Natural sciences,1,,,,,,,,,45.7593,3.0873
U882,France,ENS Lyon – CNRS,"My lab studies DNA break repair and genome spatial organization in S. cerevisiae using genetic and contact genomics (eg, HiC) approaches. We would be delighted to receive Ukrainian scientists and provide a job place (and maybe funding).",aurele.piazza@ens-lyon.fr,http://www.ens-lyon.fr/LBMC/equipes/mecanique-du-genome,1,,,,1,,,,DNA,1,,,,,,,,,45.7286,4.8244
U883,France,Center for Integrative Biology,"The Center for Integrative Biology (CBI) in Toulouse, France. This fundamental biology research institute works on: microbial systems; RNA biology; chromosome organization; cell cycle, cell dynamics and mechanics; stem cells and developmental biology; neurobiology; cognitive processes and behavior. We offer a host for Ukrainian scientists at all career levels, on the field of biology (maybe funding).",fabienne.pituello@univ-tlse3.fro,https://cbi-toulouse.fr/eng/,1,,,,1,,,,Biology,1,,,,1,,,,,43.5593,1.4692
U884,France,Institut Curie,"Our team works on germline and early embryonic development in the mouse, studying aspects of epigenetic regulation related to retrotransposon control, parental inherited effects, and fertility. We can accommodate a Ukrainian scientist of any level, for offices and laboratories.",deborah.bourchis@curie.fr,https://institut-curie.org/personne/deborah-bourchis,1,1,,,1,,,,Natural sciences,1,,,,1,,,,,48.8436,2.3414
U885,France,Centre de Biologie Integrative / CNRS / University Toulouse III,"My team investigates the cytoskeleton of vertebrate cells, in particular, the organization of microtubules. We use biochemical and microscopic methods. We can provide to Ukranian scientists laboratory space for one Ukranian researcher and private accommodation.",andreas.merdes@univ-tlse3.fr,https://cbi-toulouse.fr/eng/equipe-merdes,1,,,1,1,,,,Cytoskeleton of vertebrate cells,1,,,,,,,,,43.5593,1.4692
U886,France,"Institut de Biologie Valrose, CNRS / INSERM / Université Côte d'Azur","Our team uses the zebrafish to study the importance of membrane trafficking and cell polarity for the control of developmental signaling, with special interest in the establishment of left-right asymmetry. Our lab can provide lab/office space for Ukranian researchers of all levels, including students.",furthauer@unice.fr,https://www.insb.cnrs.fr/fr/personne/maximilian-furthauer,1,1,,,1,,,,"Membrane trafficking, cell polarity",1,,,,,,,,,43.7165,7.2675
U887,France,Collège de France / CNRS / INSERM,"Our lab is working on colour pattern formation and evolution in avian systems. We use experimental developmental biology, phenotypic surveys, imaging, and modelling. We can offer lab/office space and will try to assist in any way possible to Ukranian researchers.",marie.manceau@college-de-france.fr,https://www.insb.cnrs.fr/fr/personne/marie-manceau-1,1,,,,1,,,,"Colour pattern formation, evolution in avian systems",1,,,,,,,,,48.8476,2.3461
U888,France,CNRS/ Université de Paris,The Epigenetic and Cell Fate Center is studying molecular and physiological aspects of epigenetic regulation in mammals. We would be extremely happy to provide help to Ukrainian scientists with a job place (maybe funding).,claire.rougeulle@u-paris.fr,https://www.cnrs.fr/fr/personne/claire-rougeulle-0,1,,,,1,,,,Natural sciences,1,,,,,,,,,48.8448,2.3543
U889,France,Institut Pasteur – CNRS,"Our lab is working on RNA degradation and quality control during gene expression in budding yeast. We use molecular biology, genetics, functional genomics (different kind of transcriptome analyses and proteomics). We can offer lab and office space as well as some salary up to the end of the year.",alain.jacquier@pasteur.fr,https://research.pasteur.fr/en/team/gim/,1,,,,1,,,,RNA,1,,,,,,,To the end of the year.,,48.8408,2.3087
U890,France,Sorbonne Université – Institut de Biologie Paris Seine,"Our lab works on Transgenerational Epigenetics and small RNA biology using both Drosophila and human patients cell lines as model systems. We also focus on RNA modifications on both systems using molecular and cellular biology, genetics, computational biology and genomics. We can offer lab and office space for Ukranian scientist.",clement.carre@gmail.com,https://www.ibps.sorbonne-universite.fr/en/research/developmental-biology-laboratory/transgenerational-epigenetics-small-rna-biology,1,,,,1,,,,RNA,1,,,,,,,,,48.8477,2.3571
U891,France,Aix-Marseille Université,"Our research unit studies the pathophysiology of many different rare diseases, particularly affecting endocrine, cardiovascular, craniofacial, neuromuscular, cutaneous systems. Cell culture, microscopy, animal model & sequencing facilities available. Bioinformatics & systems biology groups also. We can offer to Ukranian researcher office/lab space for up to two scientists in our own developmental biology lab, and accommodations for a family of four.",heather.etchevers@inserm.fr,https://www.marseille-medical-genetics.org/h-etchevers/,1,,,1,1,,,,Pathophysiology,1,,,,1,,,,,43.2922,5.3569
U892,France,Institut Pasteur-CNRS-Collège de France,"We are a team of population geneticists, interested in dissecting the demographic and adaptive history of human populations, as well as the genetic and evolutionary forces driving immune response variation. To this end, our laboratory combines population genetics and cellular genomic approaches, with computational modelling, often working closely to theoretical population geneticists, immunologists, epidemiological geneticists as well as anthropologists. We would be delighted to receive Ukrainian scientists, to find a job and possible funding.",lluis.quintana-murci@pasteur.fr,https://research.pasteur.fr/en/member/lluis-quintana-murci/,1,,,,1,,,,Population genetics,1,,1,,,,,,,48.8408,2.3087
U893,France,Observatoir Oceanologique de Banyuls sur Mer,"We study embryonic developent and evolution using the cephalochordate amphioxus as a model system. Our approaches include classical embryology, imaging, molecular biology, and genomics. We would be delighted to receive Ukrainian scientists, to find a job and possible funding.",hescriva@obs-banyuls.fr,http://biom.obs-banyuls.fr/en/index.html,1,,,,1,,,,"Embryology, imaging, molecular biology, and genomics",1,,,,1,,,,,42.4800,3.1364
U894,France,Institut Pasteur,We study the biology of neural progenitors/stem cells in zebrafish. I will be happy to offer lab space and assistance to Ukranian scientists at any level.,laure.bally-cuif@pasteur.fr,https://research.pasteur.fr/en/team/zebrafish-neurogenetics/,1,1,,,1,,,,Zebrafish,1,,,,,,,,,48.8408,2.3087
U895,France,CNRS Institut de Genetique Humaine,"We are working on meiosis and recombination, doing genetics (mouse), molecular and cellular biology. For Ukranian scientists contact me if you need assistance, help or other support (job place or accomodation).",bernard.de-massy@igh.cnrs.fr,https://www.insb.cnrs.fr/fr/personne/bernard-de-massy-2,1,,,1,1,,,,"Genetics, molecular and cellular biology",1,,,,,,,,,43.6351,3.8451
U896,France,Universite Clermont Auvergne,"My lab works on the transposable element regulation using Drosophila melanogaster as a model organism. We combine molecular and cellular biology, genetics, genomics to identify the role of small Non-coding RNAs in maintaining genome integrity agains invading TE. We can host a Ukranian scientist at any level (student/postdoc/PI).",emilie.brasset@uca.fr,https://www.gred-clermont.fr/directory/member/emilie-brasset/,1,1,,1,1,,,,"Molecular and cellular biology, genetics, genomics",1,,,,,,,,,45.7706,3.0857
